Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na,GPS_status,Adresa_GPS_původní
"praha, šaldova 7a, česká republika","Praha, Šaldova 7a, Česká republika",,2027-01-20,261.0,Více než 60 dnů,zelená,2027-01-20 (plánovaná),50.09392,14.45469,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",498,2026,ano,,,Praha,ASTIP STRONG Liftback 93/20kVA-3F -45 minut,,,20/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Opletal 777 168 685,"Praha, Šaldova 7a",,,,OK Mapy.com,"Praha, Šaldova 7a, Česká republika"
"praha, štanderova 881/4, česká republika","Praha, Štanderova 881/4, Česká republika",2026-01-21,2026-01-21,-103.0,Po termínu,červená,2026-01-21 (plánovaná),50.14171,14.5215,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",499,2018,,,,Praha,"PS 15 000/3f - 15, 30min.",,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Praha, Štanderova 881/4",,,,OK Mapy.com,"Praha, Štanderova 881/4, Česká republika"
"praha, štanderova 887, česká republika","Praha, Štanderova 887, Česká republika",2024-12-19,,,Bez termínu,šedá,2024-12-19 (nezjištěno),50.14122,14.52169,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",500,"2019, 2020",,,,Praha,PS 15 000/3f - 30min + 1kVA,,,,,,,,,,,,,,19/24,,2025 -ukončená spolupráce - mají jiný zdroj BD Letňanské zahrady H. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Gál Jiviš,"Praha, Štanderova 887",,,,OK Mapy.com,"Praha, Štanderova 887, Česká republika"
"praha, švehlova, česká republika","Praha, Švehlova, Česká republika",2021-01-27,,,Bez termínu,šedá,2021-01-27 (nezjištěno),50.05505,14.51641,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",502,2015,,,,Praha,"ASTIP PS 15kVA/3f-45 minut, PS 1500/3f-45 minut",,,27/21,,,,,,,,,,,,,1.7.2024 - mají tam zařízení od jiného dodavatele…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Neznik - 725 607 384,"Praha, Švehlova",,,,OK Mapy.com,"Praha, Švehlova, Česká republika"
"praha, švejcarovo náměstí 2694/4, česká republika","Praha, Švejcarovo náměstí 2694/4, Česká republika",2023-10-19,2023-10-19,-928.0,Po termínu,červená,2023-10-19 (plánovaná),50.03602,14.32917,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",503,2016,,,,Praha,ASTIP PS 20kVA/3f-45 minut,,,,,,,,,,,,19/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Rony Odeh 732 652 221,"Praha, Švejcarovo náměstí 2694/4",,,,OK Mapy.com,"Praha, Švejcarovo náměstí 2694/4, Česká republika"
"praha, švédská 15, česká republika","Praha, Švédská 15, Česká republika",2022-06-16,2022-06-16,-1418.0,Po termínu,červená,2022-06-16 (plánovaná),50.07472,14.39495,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",501,bez,,,,Praha,ASTIP R-SOZ,,,,,,,,16/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Corradini 724 230 992,"Praha, Švédská 15",,,,OK Mapy.com,"Praha, Švédská 15, Česká republika"
"praha, šífařská 577/ 26, bd hodkovičky, česká republika","BD Hodkovičky, Šífařská 577/ 26, Praha, Česká republika",,2027-03-12,312.0,Více než 60 dnů,zelená,2027-03-12 (plánovaná),50.01925,14.40164,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",363,2021,,,,Praha,PS 15kVA/3F-60 minut,,,,,12/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Janeček 736 611 796,"Praha, Šífařská 577_ 26, BD Hodkovičky",,,,upraveno - znovu geokódovat,"Praha, Šífařská 577/ 26, BD Hodkovičky, Česká republika"
"praha, žalanského 1416, bd, česká republika","BD, Žalanského 1416, Praha, Česká republika",2023-12-08,2023-12-08,-878.0,Po termínu,červená,2023-12-08 (plánovaná),50.06812,14.29404,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",538,2019,,,,Praha,ASTIP STRONG 1000/1f-15 minut,,,,,,,,,,,,,,8/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Dytrych PPM, 777 364 095","Praha, Žalanského 1416, BD",,,,upraveno - znovu geokódovat,"Praha, Žalanského 1416, BD, Česká republika"
"prasklice 142, dps, česká republika","Prasklice 142, DPS, Česká republika",2025-10-31,2026-04-30,-4.0,Po termínu,červená,2025-10-31 (proběhlá); 2026-04-30 (plánovaná),49.26837,17.1869,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,308,2018,,,Dosoudil 775 761 502,Zlínský,Astip PS 15 000/3f-45 minut,"Prasklice 142, DPS",,,,,30/26,,,,,,31/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Prasklice 142, DPS, Česká republika"
"prostějov, olomoucká 116, česká republika","Prostějov, Olomoucká 116, Česká republika",,2027-01-28,269.0,Více než 60 dnů,zelená,2027-01-28 (plánovaná),49.48227,17.12178,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",539,2016,,,,Olomoucký,PS 4000VA/3f-45 minut,,,28/27,,,,,,,,,,,,,,,Globe servis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pořízka - 737 154 130,"Prostějov, Olomoucká 116",,,Globe servis,OK Mapy.com,"Prostějov, Olomoucká 116, Česká republika"
"prostějov, průmyslová 20, česká republika","Prostějov, Průmyslová 20, Česká republika",,2026-10-24,173.0,Více než 60 dnů,zelená,2026-10-24 (plánovaná),49.47234,17.1358,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",540,2018,,ano,,Olomoucký,"Strong 4000/3f,1f - 10 min.",,,,,,,,,,,,24/26,,,,"fa a prot. zaslat na Tovární 836/9b, Prostějov, faktura na Radek Mudrla, Laser Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Radim Cimrman, 605 035 685","Prostějov, Průmyslová 20",,,,OK Mapy.com,"Prostějov, Průmyslová 20, Česká republika"
"prostějov, vodní 23+25, cenrum zdraví, česká republika","Cenrum zdraví, Vodní 23+25, Prostějov, Česká republika",,2027-04-20,351.0,Více než 60 dnů,zelená,2027-04-20 (plánovaná),47.33966,8.57045,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",541,2018,,,,Olomoucký,ASTIP PS 4 000/3F - 20 minut,,,,,,20/27,,,,,,,,,,2020 -23 STOP STAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Poslušný 777 793 099,"Prostějov, Vodní 23+25, Cenrum zdraví",,,,upraveno - znovu geokódovat,"Prostějov, Vodní 23+25, Cenrum zdraví, Česká republika"
"prusinovice, zámčisko 170, česká republika","Prusinovice, Zámčisko 170, Česká republika",2026-01-20,2026-07-20,77.0,Více než 60 dnů,zelená,2026-01-20 (proběhlá); 2026-07-20 (plánovaná),49.37815,17.58755,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,309,2017,,,Navrátilová  739 405 334,Zlínský,"STRONG 3 000/3f, 10 min","Prusinovice, Zámčisko 170",,20/26,,,,,,20/26,,,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Prusinovice, Zámčisko 170, Česká republika"
"pyšely, t.g.masaryka, česká republika","Pyšely, T.G.Masaryka, Česká republika",2023-01-12,,,Bez termínu,šedá,2023-01-12 (nezjištěno),49.87667,14.67841,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,310,2016,10/23 -zrušena,,"Veronika Skálová 602 246 620, pan Hájek 724 895 931",Středočeský,  LiftBack 15kVA/3f-45 minut,"Pyšely, T.G.Masaryka",,12/23,,,,,,,,,,,,,od Minaříka - servisuje a opravuje jim to jiná firma…..18.6.2024 -posílám aktualizaci CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Pyšely, T.G.Masaryka, Česká republika"
"písek, nádražní 2725, lidl, česká republika","Písek, Nádražní 2725, LIDL, Česká republika",2026-04-11,2026-04-11,-23.0,Po termínu,červená,2026-04-11 (plánovaná),49.29896,14.14532,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",292,2020,ano,,,Jihočeský,ASTIP PS LIFTBACK 30kVA/15kVA/3F -45 minut,,,,,,11/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Týblová 257 086 578,"Písek, Nádražní 2725, LIDL",,,,OK Mapy.com,"Písek, Nádražní 2725, LIDL, Česká republika"
"púchov, námestie slobody 1624/31, slovensko","Púchov, Námestie Slobody 1624/31, Slovensko",,2026-08-21,109.0,Více než 60 dnů,zelená,2026-08-21 (plánovaná),49.12623,18.32707,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",542,2024,,,,Slovensko,ASTIP PS Liftback 15kVA/3F-45 minut,,,,,,,,,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Svitek - správa +421 903 492 131, Zethy 0903 492 131","Púchov, Námestie Slobody 1624_31, Slovensko",,,,OK Mapy.com,"Púchov, Námestie Slobody 1624/31, Slovensko"
"radobica okr. prievidza, dps iris, slovensko","DPS IRIS, Radobica okr. Prievidza, Slovensko",2025-12-16,2026-06-16,43.0,30–60 dnů,žlutá,2025-12-16 (proběhlá); 2026-06-16 (plánovaná),44.95671,-93.18216,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,311,2019,,,"Pan Ladický 0903 130531, skočili s něma, nově kontakt Izabela Terkovičová
telefon +421 917 833 402 ",Slovensko,ASTIP STRONG 20kVA/3F-45minut,"Radobica okr. Prievidza, DPS IRIS",,,,,,,16/26,,,,,,16/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Radobica okr. Prievidza, DPS IRIS, Slovensko"
"rokycany, u bílé haldy 1176, brusivo, česká republika","Rokycany, U Bílé haldy 1176, brusivo, Česká republika",2025-12-10,2025-12-10,-145.0,Po termínu,červená,2025-12-10 (plánovaná),49.73622,13.60385,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",543,2022,,,,Plzeňský,ASTIP STRONG 15kVA/3F-30 minut,,,,,,,,,,,,,,10/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Mašíček 725 102 406,"Rokycany, U Bílé haldy 1176, brusivo",,,,OK Mapy.com,"Rokycany, U Bílé haldy 1176, brusivo, Česká republika"
"rokytnice nad jizerou, dolní rokytnice 447, penzion, česká republika","Rokytnice nad Jizerou, Dolní Rokytnice 447, penzion, Česká republika",2026-03-24,2026-09-24,143.0,Více než 60 dnů,zelená,2026-03-24 (proběhlá); 2026-09-24 (plánovaná),50.72983,15.4436,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,312,2022,ano,,Opluštilová 734 521 322,Liberecký,ASTIP STRONG 30kVA/15kVA/3F -45 minut,"Rokytnice nad Jizerou,Dolní Rokytnice 447, penzion",,,,24/26,,,,,,24/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Rokytnice nad Jizerou, Dolní Rokytnice 447, penzion, Česká republika"
"rokytnice u přerova, domov na zámečku, česká republika","Rokytnice u Přerova, Domov na Zámečku, Česká republika",2025-12-11,2026-06-11,38.0,30–60 dnů,žlutá,2025-12-11 (proběhlá); 2026-06-11 (plánovaná),49.46686,17.39237,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,313,2022,,,Tomáš Červený 733 531 119,Olomoucký,Astip STRONG Liftback 30kVA/3F-45 minut/EI45,"Rokytnice u Přerova, Domov na Zámečku",,,,,,,11/26,,,,,,11/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Rokytnice u Přerova, Domov na Zámečku, Česká republika"
"rosice, na vyhlídce 1700, bd, česká republika","BD, Na Vyhlídce 1700, Rosice, Česká republika",,2026-06-05,32.0,30–60 dnů,žlutá,2026-06-05 (plánovaná),49.18712,16.38475,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",545,2020,,,,Jihomoravský,ASTIP STRONG 20kVA/3F-30 minut,,,,,,,,5/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, Vladimír Pakosta 608 776 653,"Rosice, Na Vyhlídce 1700, BD",,,,upraveno - znovu geokódovat,"Rosice, Na Vyhlídce 1700, BD, Česká republika"
"rosice, na vyhlídce 1712, bd, česká republika","BD, Na Vyhlídce 1712, Rosice, Česká republika",,2027-02-09,281.0,Více než 60 dnů,zelená,2027-02-09 (plánovaná),49.18752,16.38498,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",544,2023,,,,Jihomoravský,ASTIP STRONG 27kVA/10kVA/3F-30minut,,,,9/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pan Pavlík 773 567 796,"Rosice, Na Vyhlídce 1712, BD",,,,upraveno - znovu geokódovat,"Rosice, Na Vyhlídce 1712, BD, Česká republika"
"rožnov pod radhoštěm, pivovarská 6, česká republika","Rožnov pod Radhoštěm, Pivovarská 6, Česká republika",2023-10-31,2024-04-30,-734.0,Po termínu,červená,2023-10-31 (proběhlá); 2024-04-30 (plánovaná),49.45673,18.13684,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,314,"2019, 2017",,,733533236,Zlínský,"ASTIP STRONG 1000/1f-45 min, PS LiftBack 7500/3f-45 minut","Rožnov pod Radhoštěm, Pivovarská 6",,,,,30/24,,,,,,"31/23-7,5kVA - STOP STAV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Rožnov pod Radhoštěm, Pivovarská 6, Česká republika"
"rudná u prahy, prologis park, česká republika","Rudná u Prahy, Prologis Park, Česká republika",,,,Bez termínu,šedá,,50.02065,14.20552,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,315,bez  v.č.,,,,Středočeský,  PS 1000/3f MOC ZDROJŮ,"Rudná u Prahy, Prologis Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,OK Mapy.com,"Rudná u Prahy, Prologis Park, Česká republika"
"rybnice, kaznějov, best, česká republika","Rybnice, Kaznějov, BEST, Česká republika",2025-07-03,2025-07-03,-305.0,Po termínu,červená,2025-07-03 (plánovaná),49.89675,13.3549,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",546,2022,,,,Plzeňský,ASTIP STRONG 30kVA/3kVA/3F -60 minut,,,,,,,,,3/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hladík 777 780 110,"Rybnice, Kaznějov, BEST",,,,OK Mapy.com,"Rybnice, Kaznějov, BEST, Česká republika"
"rychnov nad kněžnou, dlouhá ves 188, bednar fmt, česká republika","Rychnov nad Kněžnou, Dlouhá Ves 188, Bednar FMT, Česká republika",2024-09-19,2025-03-19,-411.0,Po termínu,červená,2024-09-19 (proběhlá); 2025-03-19 (plánovaná),50.16308,16.30382,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,316,"2020, 2019",,,Grim Jan 727 956 081,Královehradecký,3 x UPS,"Rychnov nad Kněžnou, Dlouhá Ves 188, Bednar FMT",,,,19/25,,,,,,19/24-1x stop stav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Rychnov nad Kněžnou, Dlouhá Ves 188, Bednar FMT, Česká republika"
"rychnov nad kněžnou, na drahách 1826, dps, česká republika","Rychnov nad Kněžnou, Na Drahách 1826, DPS, Česká republika",2026-02-03,2026-08-03,91.0,Více než 60 dnů,zelená,2026-02-03 (proběhlá); 2026-08-03 (plánovaná),50.16304,16.28145,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,317,2018,,,Beneš - 702 025 510,Královehradecký,"Astip PS 2000/3f-30 minut, Astip PS 3000/3f-30 minut","Rychnov nad Kněžnou, Na Drahách 1826, DPS",,,3/26,,,,,,3/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Rychnov nad Kněžnou, Na Drahách 1826, DPS, Česká republika"
"sadská, parker hannifin, poděbradská 1005, česká republika","Parker Hannifin, Poděbradská 1005, Sadská, Česká republika",2025-06-25,2025-12-25,-130.0,Po termínu,červená,2025-06-25 (proběhlá); 2025-12-25 (plánovaná),50.44686,13.42189,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,319,2018,ano,,Heršálek 724 132 963,Středočeský,STRONG 20kVA/3F - 30 minut + rozváděč,"Sadská, Parker Hannifin, Poděbradská 1005",,,,,,,25/25,,,,,,25/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Sadská, Parker Hannifin, Poděbradská 1005, Česká republika"
"sedlčany, sportovní komplex vltavan, česká republika","Sedlčany, sportovní komplex Vltavan, Česká republika",,2026-09-25,144.0,Více než 60 dnů,zelená,2026-09-25 (plánovaná),49.65471,14.42975,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",548,2021,,,,Středočeský,ASTIP STRONG 7500VA/3F -15 minut,,,,,,,,,,,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kuba Chaloupecký 722 921 208,"Sedlčany, sportovní komplex Vltavan",,,,OK Mapy.com,"Sedlčany, sportovní komplex Vltavan, Česká republika"
"sedlčany, tyršova 1401, bd mastnik, česká republika","BD Mastnik, Tyršova 1401, Sedlčany, Česká republika",2024-10-06,2024-10-06,-575.0,Po termínu,červená,2024-10-06 (plánovaná),50.20228,15.98836,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",549,2022,ano,,,Středočeský,ASTIP STRONG 1 000VA/1F -10 minut,,,,,,,,,,,,6/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sebera 736 284 387,"Sedlčany, Tyršova 1401, BD Mastnik",,,,upraveno - znovu geokódovat,"Sedlčany, Tyršova 1401, BD Mastnik, Česká republika"
"sezimovo ústí, k hájence 1500, dps, česká republika","Sezimovo Ústí, K Hájence 1500, DPS, Česká republika",,2026-10-28,177.0,Více než 60 dnů,zelená,2026-10-28 (plánovaná),49.3791,14.70624,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,320,2018,ano,,Stejskal 725 769 860,Jihočeský,ASTIP PS 20 000/3f-45 minut,"Sezimovo Ústí, K Hájence 1500, DPS",,,,,2826,,,,,,28/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Sezimovo Ústí, K Hájence 1500, DPS, Česká republika"
"slaný, lázeňská 2036, slánský mlýn bd, česká republika","Slánský mlýn BD, Lázeňská 2036, Slaný, Česká republika",,2027-01-22,263.0,Více než 60 dnů,zelená,2027-01-22 (plánovaná),50.23509,14.10213,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",550,2024,ano,,,Středočeský,"ASTIP STRONG 1000VA/1F-45,60 minut",,,22/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jana Naušová 602 305 888, ULDRICH","Slaný, Lázeňská 2036, Slánský mlýn BD",,,,upraveno - znovu geokódovat,"Slaný, Lázeňská 2036, Slánský mlýn BD, Česká republika"
"slaný, lázeňská 2037, slánský mlýn bd, česká republika","Slánský mlýn BD, Lázeňská 2037, Slaný, Česká republika",,2026-09-09,128.0,Více než 60 dnů,zelená,2026-09-09 (plánovaná),50.23501,14.1029,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",551,2023,ano,,,Středočeský,"ASTIP STRONG 1000VA/1F-45,60 minut",,,,,,,,,,,9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jana Naušová 602 305 888, ULDRICH","Slaný, Lázeňská 2037, Slánský mlýn BD",,,,upraveno - znovu geokódovat,"Slaný, Lázeňská 2037, Slánský mlýn BD, Česká republika"
"slatinice, ld balnea, česká republika","Slatinice, LD Balnea, Česká republika",,2027-03-27,327.0,Více než 60 dnů,zelená,2027-03-27 (plánovaná),49.56237,17.09641,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",552,2021 +2024/2014 out,ano,ano,,Olomoucký,  Astip PS 15 000/3f – dojezd +                     PS 20 000/3f-45 minut,,,,,27/27,,,,,,,,,,,je tam nový zdroj 24011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Petr Jiříček +420 734 437 725,"Slatinice, LD Balnea",,,,OK Mapy.com,"Slatinice, LD Balnea, Česká republika"
"slavkov u brna, slovanská 758, destila, česká republika","Slavkov u Brna, Slovanská 758, DESTILA, Česká republika",,2027-01-16,257.0,Více než 60 dnů,zelená,2027-01-16 (plánovaná),49.15659,16.88687,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",553,2024,ano,ano,,Jihomoravský,ASTIP STRONG 5kVA/3F-10 minut,,,16/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hořava 605 446 716,"Slavkov u Brna, Slovanská 758, DESTILA",,,,OK Mapy.com,"Slavkov u Brna, Slovanská 758, DESTILA, Česká republika"
